,Year,Nation,DEG_URB,LEVELS,SEX,AGE,Percentage
48797,2017,Norway,Rural areas,Fair,Males,From 45 to 64 years,16.3
48798,2017,Norway,Rural areas,Fair,Males,From 55 to 64 years,17.0
48799,2017,Norway,Rural areas,Fair,Males,From 65 to 74 years,19.0
48800,2017,Norway,Rural areas,Fair,Males,65 years or over,23.6
48801,2017,Norway,Rural areas,Fair,Males,From 75 to 84 years,33.2
48802,2017,Norway,Rural areas,Fair,Males,75 years or over,31.5
48803,2017,Norway,Rural areas,Fair,Males,85 years or over,24.8
48804,2017,Norway,Rural areas,Fair,Females,From 16 to 24 years,14.8
48805,2017,Norway,Rural areas,Fair,Females,From 25 to 29 years,16.7
48806,2017,Norway,Rural areas,Fair,Females,From 25 to 34 years,11.8
48807,2017,Norway,Rural areas,Fair,Females,From 35 to 44 years,14.2
48808,2017,Norway,Rural areas,Fair,Females,From 45 to 54 years,15.4
48809,2017,Norway,Rural areas,Fair,Females,From 45 to 64 years,17.6
48810,2017,Norway,Rural areas,Fair,Females,From 55 to 64 years,19.8
48811,2017,Norway,Rural areas,Fair,Females,From 65 to 74 years,23.6
48812,2017,Norway,Rural areas,Fair,Females,65 years or over,21.9
48813,2017,Norway,Rural areas,Fair,Females,From 75 to 84 years,25.8
48814,2017,Norway,Rural areas,Fair,Females,75 years or over,20.0
48815,2017,Norway,Rural areas,Fair,Females,85 years or over,5.4
48816,2017,Norway,Rural areas,Bad,Males,From 16 to 24 years,0.0
48817,2017,Norway,Rural areas,Bad,Males,From 25 to 29 years,1.9
48818,2017,Norway,Rural areas,Bad,Males,From 25 to 34 years,2.7
48819,2017,Norway,Rural areas,Bad,Males,From 35 to 44 years,2.5
48820,2017,Norway,Rural areas,Bad,Males,From 45 to 54 years,3.2
48821,2017,Norway,Rural areas,Bad,Males,From 45 to 64 years,6.4
48822,2017,Norway,Rural areas,Bad,Males,From 55 to 64 years,9.6
48823,2017,Norway,Rural areas,Bad,Males,From 65 to 74 years,15.2
48824,2017,Norway,Rural areas,Bad,Males,65 years or over,13.0
48825,2017,Norway,Rural areas,Bad,Males,From 75 to 84 years,11.7
48826,2017,Norway,Rural areas,Bad,Males,75 years or over,9.4
48827,2017,Norway,Rural areas,Bad,Males,85 years or over,0
48828,2017,Norway,Rural areas,Bad,Females,From 16 to 24 years,3.3
48829,2017,Norway,Rural areas,Bad,Females,From 25 to 29 years,0.0
48830,2017,Norway,Rural areas,Bad,Females,From 25 to 34 years,1.7
48831,2017,Norway,Rural areas,Bad,Females,From 35 to 44 years,5.9
48832,2017,Norway,Rural areas,Bad,Females,From 45 to 54 years,9.8
48833,2017,Norway,Rural areas,Bad,Females,From 45 to 64 years,10.3
48834,2017,Norway,Rural areas,Bad,Females,From 55 to 64 years,10.9
48835,2017,Norway,Rural areas,Bad,Females,From 65 to 74 years,9.0
48836,2017,Norway,Rural areas,Bad,Females,65 years or over,13.4
48837,2017,Norway,Rural areas,Bad,Females,From 75 to 84 years,15.6
48838,2017,Norway,Rural areas,Bad,Females,75 years or over,18.5
48839,2017,Norway,Rural areas,Bad,Females,85 years or over,25.8
48840,2017,Norway,Rural areas,Very bad,Males,From 16 to 24 years,0.0
48841,2017,Norway,Rural areas,Very bad,Males,From 25 to 29 years,0.0
48842,2017,Norway,Rural areas,Very bad,Males,From 25 to 34 years,0.0
48843,2017,Norway,Rural areas,Very bad,Males,From 35 to 44 years,0.9
48844,2017,Norway,Rural areas,Very bad,Males,From 45 to 54 years,1.7
48845,2017,Norway,Rural areas,Very bad,Males,From 45 to 64 years,1.2
48846,2017,Norway,Rural areas,Very bad,Males,From 55 to 64 years,0.6
48847,2017,Norway,Rural areas,Very bad,Males,From 65 to 74 years,1.1
48848,2017,Norway,Rural areas,Very bad,Males,65 years or over,2.1
48849,2017,Norway,Rural areas,Very bad,Males,From 75 to 84 years,2.9
48850,2017,Norway,Rural areas,Very bad,Males,75 years or over,3.8
48851,2017,Norway,Rural areas,Very bad,Males,85 years or over,7.3
48852,2017,Norway,Rural areas,Very bad,Females,From 16 to 24 years,0.0
48853,2017,Norway,Rural areas,Very bad,Females,From 25 to 29 years,2.1
48854,2017,Norway,Rural areas,Very bad,Females,From 25 to 34 years,1.2
48855,2017,Norway,Rural areas,Very bad,Females,From 35 to 44 years,2.9
48856,2017,Norway,Rural areas,Very bad,Females,From 45 to 54 years,1.4
48857,2017,Norway,Rural areas,Very bad,Females,From 45 to 64 years,1.6
48858,2017,Norway,Rural areas,Very bad,Females,From 55 to 64 years,1.8
48859,2017,Norway,Rural areas,Very bad,Females,From 65 to 74 years,1.2
48860,2017,Norway,Rural areas,Very bad,Females,65 years or over,1.7
48861,2017,Norway,Rural areas,Very bad,Females,From 75 to 84 years,1.2
48862,2017,Norway,Rural areas,Very bad,Females,75 years or over,2.4
48863,2017,Norway,Rural areas,Very bad,Females,85 years or over,5.4
48864,2017,Norway,Rural areas,Bad or very bad,Males,From 16 to 24 years,0.0
48865,2017,Norway,Rural areas,Bad or very bad,Males,From 25 to 29 years,1.9
48866,2017,Norway,Rural areas,Bad or very bad,Males,From 25 to 34 years,2.7
48867,2017,Norway,Rural areas,Bad or very bad,Males,From 35 to 44 years,3.4
48868,2017,Norway,Rural areas,Bad or very bad,Males,From 45 to 54 years,4.9
48869,2017,Norway,Rural areas,Bad or very bad,Males,From 45 to 64 years,7.6
48870,2017,Norway,Rural areas,Bad or very bad,Males,From 55 to 64 years,10.2
48871,2017,Norway,Rural areas,Bad or very bad,Males,From 65 to 74 years,16.3
48872,2017,Norway,Rural areas,Bad or very bad,Males,65 years or over,15.1
48873,2017,Norway,Rural areas,Bad or very bad,Males,From 75 to 84 years,14.7
48874,2017,Norway,Rural areas,Bad or very bad,Males,75 years or over,13.2
48875,2017,Norway,Rural areas,Bad or very bad,Males,85 years or over,7.3
48876,2017,Norway,Rural areas,Bad or very bad,Females,From 16 to 24 years,3.3
48877,2017,Norway,Rural areas,Bad or very bad,Females,From 25 to 29 years,2.1
48878,2017,Norway,Rural areas,Bad or very bad,Females,From 25 to 34 years,2.9
48879,2017,Norway,Rural areas,Bad or very bad,Females,From 35 to 44 years,8.8
48880,2017,Norway,Rural areas,Bad or very bad,Females,From 45 to 54 years,11.2
48881,2017,Norway,Rural areas,Bad or very bad,Females,From 45 to 64 years,11.9
48882,2017,Norway,Rural areas,Bad or very bad,Females,From 55 to 64 years,12.7
48883,2017,Norway,Rural areas,Bad or very bad,Females,From 65 to 74 years,10.1
48884,2017,Norway,Rural areas,Bad or very bad,Females,65 years or over,15.1
48885,2017,Norway,Rural areas,Bad or very bad,Females,From 75 to 84 years,16.8
48886,2017,Norway,Rural areas,Bad or very bad,Females,75 years or over,20.9
48887,2017,Norway,Rural areas,Bad or very bad,Females,85 years or over,31.3
48888,2017,Switzerland,Cities,Very good,Males,From 16 to 24 years,56.4
48889,2017,Switzerland,Cities,Very good,Males,From 25 to 29 years,50.1
48890,2017,Switzerland,Cities,Very good,Males,From 25 to 34 years,53.5
48891,2017,Switzerland,Cities,Very good,Males,From 35 to 44 years,45.3
48892,2017,Switzerland,Cities,Very good,Males,From 45 to 54 years,31.3
48893,2017,Switzerland,Cities,Very good,Males,From 45 to 64 years,30.9
48894,2017,Switzerland,Cities,Very good,Males,From 55 to 64 years,30.2
48895,2017,Switzerland,Cities,Very good,Males,From 65 to 74 years,23.5
48896,2017,Switzerland,Cities,Very good,Males,65 years or over,17.9
48897,2017,Switzerland,Cities,Very good,Males,From 75 to 84 years,11.8
48898,2017,Switzerland,Cities,Very good,Males,75 years or over,12.3
48899,2017,Switzerland,Cities,Very good,Males,85 years or over,14.0
48900,2017,Switzerland,Cities,Very good,Females,From 16 to 24 years,45.6
48901,2017,Switzerland,Cities,Very good,Females,From 25 to 29 years,54.1
48902,2017,Switzerland,Cities,Very good,Females,From 25 to 34 years,45.9
48903,2017,Switzerland,Cities,Very good,Females,From 35 to 44 years,34.2
48904,2017,Switzerland,Cities,Very good,Females,From 45 to 54 years,26.1
48905,2017,Switzerland,Cities,Very good,Females,From 45 to 64 years,28.7
48906,2017,Switzerland,Cities,Very good,Females,From 55 to 64 years,32.4
48907,2017,Switzerland,Cities,Very good,Females,From 65 to 74 years,18.5
48908,2017,Switzerland,Cities,Very good,Females,65 years or over,16.3
48909,2017,Switzerland,Cities,Very good,Females,From 75 to 84 years,17.2
48910,2017,Switzerland,Cities,Very good,Females,75 years or over,14.4
48911,2017,Switzerland,Cities,Very good,Females,85 years or over,7.1
48912,2017,Switzerland,Cities,Good,Males,From 16 to 24 years,39.3
48913,2017,Switzerland,Cities,Good,Males,From 25 to 29 years,46.1
48914,2017,Switzerland,Cities,Good,Males,From 25 to 34 years,40.9
48915,2017,Switzerland,Cities,Good,Males,From 35 to 44 years,41.4
48916,2017,Switzerland,Cities,Good,Males,From 45 to 54 years,48.7
48917,2017,Switzerland,Cities,Good,Males,From 45 to 64 years,47.0
48918,2017,Switzerland,Cities,Good,Males,From 55 to 64 years,44.5
48919,2017,Switzerland,Cities,Good,Males,From 65 to 74 years,48.2
48920,2017,Switzerland,Cities,Good,Males,65 years or over,48.6
48921,2017,Switzerland,Cities,Good,Males,From 75 to 84 years,51.0
48922,2017,Switzerland,Cities,Good,Males,75 years or over,48.9
48923,2017,Switzerland,Cities,Good,Males,85 years or over,40.8
48924,2017,Switzerland,Cities,Good,Females,From 16 to 24 years,42.5
48925,2017,Switzerland,Cities,Good,Females,From 25 to 29 years,29.7
48926,2017,Switzerland,Cities,Good,Females,From 25 to 34 years,39.4
48927,2017,Switzerland,Cities,Good,Females,From 35 to 44 years,51.1
48928,2017,Switzerland,Cities,Good,Females,From 45 to 54 years,44.6
48929,2017,Switzerland,Cities,Good,Females,From 45 to 64 years,44.9
48930,2017,Switzerland,Cities,Good,Females,From 55 to 64 years,45.3
48931,2017,Switzerland,Cities,Good,Females,From 65 to 74 years,47.1
48932,2017,Switzerland,Cities,Good,Females,65 years or over,43.8
48933,2017,Switzerland,Cities,Good,Females,From 75 to 84 years,39.4
48934,2017,Switzerland,Cities,Good,Females,75 years or over,41.2
48935,2017,Switzerland,Cities,Good,Females,85 years or over,45.9
48936,2017,Switzerland,Cities,Very good or good,Males,From 16 to 24 years,95.7
48937,2017,Switzerland,Cities,Very good or good,Males,From 25 to 29 years,96.2
48938,2017,Switzerland,Cities,Very good or good,Males,From 25 to 34 years,94.4
48939,2017,Switzerland,Cities,Very good or good,Males,From 35 to 44 years,86.7
48940,2017,Switzerland,Cities,Very good or good,Males,From 45 to 54 years,80.0
48941,2017,Switzerland,Cities,Very good or good,Males,From 45 to 64 years,77.8
48942,2017,Switzerland,Cities,Very good or good,Males,From 55 to 64 years,74.8
48943,2017,Switzerland,Cities,Very good or good,Males,From 65 to 74 years,71.7
48944,2017,Switzerland,Cities,Very good or good,Males,65 years or over,66.4
48945,2017,Switzerland,Cities,Very good or good,Males,From 75 to 84 years,62.8
48946,2017,Switzerland,Cities,Very good or good,Males,75 years or over,61.2
48947,2017,Switzerland,Cities,Very good or good,Males,85 years or over,54.8
48948,2017,Switzerland,Cities,Very good or good,Females,From 16 to 24 years,88.1
48949,2017,Switzerland,Cities,Very good or good,Females,From 25 to 29 years,83.8
48950,2017,Switzerland,Cities,Very good or good,Females,From 25 to 34 years,85.2
48951,2017,Switzerland,Cities,Very good or good,Females,From 35 to 44 years,85.3
48952,2017,Switzerland,Cities,Very good or good,Females,From 45 to 54 years,70.7
48953,2017,Switzerland,Cities,Very good or good,Females,From 45 to 64 years,73.6
48954,2017,Switzerland,Cities,Very good or good,Females,From 55 to 64 years,77.6
48955,2017,Switzerland,Cities,Very good or good,Females,From 65 to 74 years,65.7
48956,2017,Switzerland,Cities,Very good or good,Females,65 years or over,60.1
48957,2017,Switzerland,Cities,Very good or good,Females,From 75 to 84 years,56.6
48958,2017,Switzerland,Cities,Very good or good,Females,75 years or over,55.6
48959,2017,Switzerland,Cities,Very good or good,Females,85 years or over,53.0
48960,2017,Switzerland,Cities,Fair,Males,From 16 to 24 years,4.0
48961,2017,Switzerland,Cities,Fair,Males,From 25 to 29 years,3.8
48962,2017,Switzerland,Cities,Fair,Males,From 25 to 34 years,5.5
48963,2017,Switzerland,Cities,Fair,Males,From 35 to 44 years,10.2
48964,2017,Switzerland,Cities,Fair,Males,From 45 to 54 years,14.2
48965,2017,Switzerland,Cities,Fair,Males,From 45 to 64 years,14.7
48966,2017,Switzerland,Cities,Fair,Males,From 55 to 64 years,15.4
48967,2017,Switzerland,Cities,Fair,Males,From 65 to 74 years,24.0
48968,2017,Switzerland,Cities,Fair,Males,65 years or over,26.6
48969,2017,Switzerland,Cities,Fair,Males,From 75 to 84 years,27.7
48970,2017,Switzerland,Cities,Fair,Males,75 years or over,29.2
48971,2017,Switzerland,Cities,Fair,Males,85 years or over,35.1
48972,2017,Switzerland,Cities,Fair,Females,From 16 to 24 years,8.8
48973,2017,Switzerland,Cities,Fair,Females,From 25 to 29 years,15.1
48974,2017,Switzerland,Cities,Fair,Females,From 25 to 34 years,12.5
48975,2017,Switzerland,Cities,Fair,Females,From 35 to 44 years,12.7
48976,2017,Switzerland,Cities,Fair,Females,From 45 to 54 years,20.6
48977,2017,Switzerland,Cities,Fair,Females,From 45 to 64 years,19.9
48978,2017,Switzerland,Cities,Fair,Females,From 55 to 64 years,19.0
48979,2017,Switzerland,Cities,Fair,Females,From 65 to 74 years,27.3
48980,2017,Switzerland,Cities,Fair,Females,65 years or over,32.1
48981,2017,Switzerland,Cities,Fair,Females,From 75 to 84 years,34.5
48982,2017,Switzerland,Cities,Fair,Females,75 years or over,35.9
48983,2017,Switzerland,Cities,Fair,Females,85 years or over,39.6
48984,2017,Switzerland,Cities,Bad,Males,From 16 to 24 years,0.3
48985,2017,Switzerland,Cities,Bad,Males,From 25 to 29 years,0.0
48986,2017,Switzerland,Cities,Bad,Males,From 25 to 34 years,0.0
48987,2017,Switzerland,Cities,Bad,Males,From 35 to 44 years,3.1
48988,2017,Switzerland,Cities,Bad,Males,From 45 to 54 years,3.0
48989,2017,Switzerland,Cities,Bad,Males,From 45 to 64 years,5.2
48990,2017,Switzerland,Cities,Bad,Males,From 55 to 64 years,8.1
48991,2017,Switzerland,Cities,Bad,Males,From 65 to 74 years,3.0
48992,2017,Switzerland,Cities,Bad,Males,65 years or over,4.5
48993,2017,Switzerland,Cities,Bad,Males,From 75 to 84 years,6.2
48994,2017,Switzerland,Cities,Bad,Males,75 years or over,5.9
48995,2017,Switzerland,Cities,Bad,Males,85 years or over,4.9
48996,2017,Switzerland,Cities,Bad,Females,From 16 to 24 years,2.8
48997,2017,Switzerland,Cities,Bad,Females,From 25 to 29 years,1.1
48998,2017,Switzerland,Cities,Bad,Females,From 25 to 34 years,1.7
48999,2017,Switzerland,Cities,Bad,Females,From 35 to 44 years,1.5
49000,2017,Switzerland,Cities,Bad,Females,From 45 to 54 years,6.3
49001,2017,Switzerland,Cities,Bad,Females,From 45 to 64 years,5.0
49002,2017,Switzerland,Cities,Bad,Females,From 55 to 64 years,3.1
49003,2017,Switzerland,Cities,Bad,Females,From 65 to 74 years,6.1
49004,2017,Switzerland,Cities,Bad,Females,65 years or over,7.1
49005,2017,Switzerland,Cities,Bad,Females,From 75 to 84 years,8.2
49006,2017,Switzerland,Cities,Bad,Females,75 years or over,8.0
49007,2017,Switzerland,Cities,Bad,Females,85 years or over,7.4
49008,2017,Switzerland,Cities,Very bad,Males,From 16 to 24 years,0.0
49009,2017,Switzerland,Cities,Very bad,Males,From 25 to 29 years,0.0
49010,2017,Switzerland,Cities,Very bad,Males,From 25 to 34 years,0.1
49011,2017,Switzerland,Cities,Very bad,Males,From 35 to 44 years,0.0
49012,2017,Switzerland,Cities,Very bad,Males,From 45 to 54 years,2.8
49013,2017,Switzerland,Cities,Very bad,Males,From 45 to 64 years,2.3
49014,2017,Switzerland,Cities,Very bad,Males,From 55 to 64 years,1.7
49015,2017,Switzerland,Cities,Very bad,Males,From 65 to 74 years,1.3
49016,2017,Switzerland,Cities,Very bad,Males,65 years or over,2.5
49017,2017,Switzerland,Cities,Very bad,Males,From 75 to 84 years,3.3
49018,2017,Switzerland,Cities,Very bad,Males,75 years or over,3.7
49019,2017,Switzerland,Cities,Very bad,Males,85 years or over,5.2
49020,2017,Switzerland,Cities,Very bad,Females,From 16 to 24 years,0.4
49021,2017,Switzerland,Cities,Very bad,Females,From 25 to 29 years,0.0
49022,2017,Switzerland,Cities,Very bad,Females,From 25 to 34 years,0.5
49023,2017,Switzerland,Cities,Very bad,Females,From 35 to 44 years,0.4
49024,2017,Switzerland,Cities,Very bad,Females,From 45 to 54 years,2.4
49025,2017,Switzerland,Cities,Very bad,Females,From 45 to 64 years,1.5
49026,2017,Switzerland,Cities,Very bad,Females,From 55 to 64 years,0.3
49027,2017,Switzerland,Cities,Very bad,Females,From 65 to 74 years,0.9
49028,2017,Switzerland,Cities,Very bad,Females,65 years or over,0.7
49029,2017,Switzerland,Cities,Very bad,Females,From 75 to 84 years,0.7
49030,2017,Switzerland,Cities,Very bad,Females,75 years or over,0.5
49031,2017,Switzerland,Cities,Very bad,Females,85 years or over,0.0
49032,2017,Switzerland,Cities,Bad or very bad,Males,From 16 to 24 years,0.3
49033,2017,Switzerland,Cities,Bad or very bad,Males,From 25 to 29 years,0.0
49034,2017,Switzerland,Cities,Bad or very bad,Males,From 25 to 34 years,0.1
49035,2017,Switzerland,Cities,Bad or very bad,Males,From 35 to 44 years,3.1
49036,2017,Switzerland,Cities,Bad or very bad,Males,From 45 to 54 years,5.8
49037,2017,Switzerland,Cities,Bad or very bad,Males,From 45 to 64 years,7.5
49038,2017,Switzerland,Cities,Bad or very bad,Males,From 55 to 64 years,9.9
49039,2017,Switzerland,Cities,Bad or very bad,Males,From 65 to 74 years,4.3
49040,2017,Switzerland,Cities,Bad or very bad,Males,65 years or over,7.0
49041,2017,Switzerland,Cities,Bad or very bad,Males,From 75 to 84 years,9.5
49042,2017,Switzerland,Cities,Bad or very bad,Males,75 years or over,9.6
49043,2017,Switzerland,Cities,Bad or very bad,Males,85 years or over,10.1
49044,2017,Switzerland,Cities,Bad or very bad,Females,From 16 to 24 years,3.1
49045,2017,Switzerland,Cities,Bad or very bad,Females,From 25 to 29 years,1.1
49046,2017,Switzerland,Cities,Bad or very bad,Females,From 25 to 34 years,2.2
49047,2017,Switzerland,Cities,Bad or very bad,Females,From 35 to 44 years,2.0
49048,2017,Switzerland,Cities,Bad or very bad,Females,From 45 to 54 years,8.7
49049,2017,Switzerland,Cities,Bad or very bad,Females,From 45 to 64 years,6.5
49050,2017,Switzerland,Cities,Bad or very bad,Females,From 55 to 64 years,3.4
49051,2017,Switzerland,Cities,Bad or very bad,Females,From 65 to 74 years,7.0
49052,2017,Switzerland,Cities,Bad or very bad,Females,65 years or over,7.8
49053,2017,Switzerland,Cities,Bad or very bad,Females,From 75 to 84 years,8.9
49054,2017,Switzerland,Cities,Bad or very bad,Females,75 years or over,8.5
49055,2017,Switzerland,Cities,Bad or very bad,Females,85 years or over,7.4
49056,2017,Switzerland,Towns and suburbs,Very good,Males,From 16 to 24 years,59.8
49057,2017,Switzerland,Towns and suburbs,Very good,Males,From 25 to 29 years,55.3
49058,2017,Switzerland,Towns and suburbs,Very good,Males,From 25 to 34 years,54.1
49059,2017,Switzerland,Towns and suburbs,Very good,Males,From 35 to 44 years,41.8
49060,2017,Switzerland,Towns and suburbs,Very good,Males,From 45 to 54 years,34.8
49061,2017,Switzerland,Towns and suburbs,Very good,Males,From 45 to 64 years,30.5
49062,2017,Switzerland,Towns and suburbs,Very good,Males,From 55 to 64 years,25.0
49063,2017,Switzerland,Towns and suburbs,Very good,Males,From 65 to 74 years,21.0
49064,2017,Switzerland,Towns and suburbs,Very good,Males,65 years or over,20.5
49065,2017,Switzerland,Towns and suburbs,Very good,Males,From 75 to 84 years,20.2
49066,2017,Switzerland,Towns and suburbs,Very good,Males,75 years or over,19.8
49067,2017,Switzerland,Towns and suburbs,Very good,Males,85 years or over,17.1
49068,2017,Switzerland,Towns and suburbs,Very good,Females,From 16 to 24 years,41.7
49069,2017,Switzerland,Towns and suburbs,Very good,Females,From 25 to 29 years,46.0
49070,2017,Switzerland,Towns and suburbs,Very good,Females,From 25 to 34 years,44.1
49071,2017,Switzerland,Towns and suburbs,Very good,Females,From 35 to 44 years,41.7
49072,2017,Switzerland,Towns and suburbs,Very good,Females,From 45 to 54 years,29.0
49073,2017,Switzerland,Towns and suburbs,Very good,Females,From 45 to 64 years,28.2
49074,2017,Switzerland,Towns and suburbs,Very good,Females,From 55 to 64 years,27.2
49075,2017,Switzerland,Towns and suburbs,Very good,Females,From 65 to 74 years,20.5
49076,2017,Switzerland,Towns and suburbs,Very good,Females,65 years or over,16.7
49077,2017,Switzerland,Towns and suburbs,Very good,Females,From 75 to 84 years,13.7
49078,2017,Switzerland,Towns and suburbs,Very good,Females,75 years or over,12.6
49079,2017,Switzerland,Towns and suburbs,Very good,Females,85 years or over,7.7
49080,2017,Switzerland,Towns and suburbs,Good,Males,From 16 to 24 years,34.9
49081,2017,Switzerland,Towns and suburbs,Good,Males,From 25 to 29 years,37.4
49082,2017,Switzerland,Towns and suburbs,Good,Males,From 25 to 34 years,37.5
49083,2017,Switzerland,Towns and suburbs,Good,Males,From 35 to 44 years,47.1
49084,2017,Switzerland,Towns and suburbs,Good,Males,From 45 to 54 years,43.9
49085,2017,Switzerland,Towns and suburbs,Good,Males,From 45 to 64 years,46.1
49086,2017,Switzerland,Towns and suburbs,Good,Males,From 55 to 64 years,48.9
49087,2017,Switzerland,Towns and suburbs,Good,Males,From 65 to 74 years,50.7
49088,2017,Switzerland,Towns and suburbs,Good,Males,65 years or over,49.3
49089,2017,Switzerland,Towns and suburbs,Good,Males,From 75 to 84 years,48.1
49090,2017,Switzerland,Towns and suburbs,Good,Males,75 years or over,47.4
49091,2017,Switzerland,Towns and suburbs,Good,Males,85 years or over,43.5
49092,2017,Switzerland,Towns and suburbs,Good,Females,From 16 to 24 years,51.0
49093,2017,Switzerland,Towns and suburbs,Good,Females,From 25 to 29 years,44.4
49094,2017,Switzerland,Towns and suburbs,Good,Females,From 25 to 34 years,45.9
49095,2017,Switzerland,Towns and suburbs,Good,Females,From 35 to 44 years,42.5
49096,2017,Switzerland,Towns and suburbs,Good,Females,From 45 to 54 years,49.0
49097,2017,Switzerland,Towns and suburbs,Good,Females,From 45 to 64 years,48.8
49098,2017,Switzerland,Towns and suburbs,Good,Females,From 55 to 64 years,48.5
49099,2017,Switzerland,Towns and suburbs,Good,Females,From 65 to 74 years,52.5
49100,2017,Switzerland,Towns and suburbs,Good,Females,65 years or over,49.9
49101,2017,Switzerland,Towns and suburbs,Good,Females,From 75 to 84 years,49.3
49102,2017,Switzerland,Towns and suburbs,Good,Females,75 years or over,47.0
49103,2017,Switzerland,Towns and suburbs,Good,Females,85 years or over,36.3
49104,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 16 to 24 years,94.7
49105,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 25 to 29 years,92.6
49106,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 25 to 34 years,91.6
49107,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 35 to 44 years,88.9
49108,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 45 to 54 years,78.7
49109,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 45 to 64 years,76.6
49110,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 55 to 64 years,73.9
49111,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 65 to 74 years,71.6
49112,2017,Switzerland,Towns and suburbs,Very good or good,Males,65 years or over,69.7
49113,2017,Switzerland,Towns and suburbs,Very good or good,Males,From 75 to 84 years,68.3
49114,2017,Switzerland,Towns and suburbs,Very good or good,Males,75 years or over,67.1
49115,2017,Switzerland,Towns and suburbs,Very good or good,Males,85 years or over,60.7
49116,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 16 to 24 years,92.6
49117,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 25 to 29 years,90.3
49118,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 25 to 34 years,90.1
49119,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 35 to 44 years,84.2
49120,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 45 to 54 years,78.0
49121,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 45 to 64 years,77.0
49122,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 55 to 64 years,75.7
49123,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 65 to 74 years,73.0
49124,2017,Switzerland,Towns and suburbs,Very good or good,Females,65 years or over,66.6
49125,2017,Switzerland,Towns and suburbs,Very good or good,Females,From 75 to 84 years,63.0
49126,2017,Switzerland,Towns and suburbs,Very good or good,Females,75 years or over,59.5
49127,2017,Switzerland,Towns and suburbs,Very good or good,Females,85 years or over,44.0
49128,2017,Switzerland,Towns and suburbs,Fair,Males,From 16 to 24 years,5.1
49129,2017,Switzerland,Towns and suburbs,Fair,Males,From 25 to 29 years,5.1
49130,2017,Switzerland,Towns and suburbs,Fair,Males,From 25 to 34 years,6.3
49131,2017,Switzerland,Towns and suburbs,Fair,Males,From 35 to 44 years,10.2
49132,2017,Switzerland,Towns and suburbs,Fair,Males,From 45 to 54 years,18.4
49133,2017,Switzerland,Towns and suburbs,Fair,Males,From 45 to 64 years,17.9
49134,2017,Switzerland,Towns and suburbs,Fair,Males,From 55 to 64 years,17.3
49135,2017,Switzerland,Towns and suburbs,Fair,Males,From 65 to 74 years,24.9
49136,2017,Switzerland,Towns and suburbs,Fair,Males,65 years or over,25.0
49137,2017,Switzerland,Towns and suburbs,Fair,Males,From 75 to 84 years,23.6
49138,2017,Switzerland,Towns and suburbs,Fair,Males,75 years or over,25.1
49139,2017,Switzerland,Towns and suburbs,Fair,Males,85 years or over,33.2
49140,2017,Switzerland,Towns and suburbs,Fair,Females,From 16 to 24 years,6.3
49141,2017,Switzerland,Towns and suburbs,Fair,Females,From 25 to 29 years,8.0
49142,2017,Switzerland,Towns and suburbs,Fair,Females,From 25 to 34 years,8.5
49143,2017,Switzerland,Towns and suburbs,Fair,Females,From 35 to 44 years,12.6
49144,2017,Switzerland,Towns and suburbs,Fair,Females,From 45 to 54 years,16.2
49145,2017,Switzerland,Towns and suburbs,Fair,Females,From 45 to 64 years,17.1
49146,2017,Switzerland,Towns and suburbs,Fair,Females,From 55 to 64 years,18.3
49147,2017,Switzerland,Towns and suburbs,Fair,Females,From 65 to 74 years,20.0
49148,2017,Switzerland,Towns and suburbs,Fair,Females,65 years or over,26.5
49149,2017,Switzerland,Towns and suburbs,Fair,Females,From 75 to 84 years,31.2
49150,2017,Switzerland,Towns and suburbs,Fair,Females,75 years or over,33.5
49151,2017,Switzerland,Towns and suburbs,Fair,Females,85 years or over,43.7
49152,2017,Switzerland,Towns and suburbs,Bad,Males,From 16 to 24 years,0.2
49153,2017,Switzerland,Towns and suburbs,Bad,Males,From 25 to 29 years,2.2
49154,2017,Switzerland,Towns and suburbs,Bad,Males,From 25 to 34 years,2.0
49155,2017,Switzerland,Towns and suburbs,Bad,Males,From 35 to 44 years,0.3
49156,2017,Switzerland,Towns and suburbs,Bad,Males,From 45 to 54 years,2.5
49157,2017,Switzerland,Towns and suburbs,Bad,Males,From 45 to 64 years,4.3
49158,2017,Switzerland,Towns and suburbs,Bad,Males,From 55 to 64 years,6.5
49159,2017,Switzerland,Towns and suburbs,Bad,Males,From 65 to 74 years,2.8
49160,2017,Switzerland,Towns and suburbs,Bad,Males,65 years or over,4.2
49161,2017,Switzerland,Towns and suburbs,Bad,Males,From 75 to 84 years,6.5
