"TIME","GEO","UNIT","INDIC_IL","DEG_URB","SEX","AGE","Value","Flag and Footnotes"
"2015","North Macedonia","Euro","Mean equivalised net income","Rural areas","Females","18 years or over",":",""
"2015","North Macedonia","Euro","Mean equivalised net income","Rural areas","Females","60 years or over",":",""
"2015","North Macedonia","Euro","Mean equivalised net income","Rural areas","Females","65 years or over",":",""
"2015","North Macedonia","Euro","Mean equivalised net income","Rural areas","Females","75 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Males","Less than 18 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Males","18 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Males","60 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Males","65 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Males","75 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Females","Less than 18 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Females","18 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Females","60 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Females","65 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Cities","Females","75 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Males","18 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Males","60 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Males","65 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Males","75 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Females","18 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Females","60 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Females","65 years or over",":",""
"2015","Albania","Euro","Mean equivalised net income","Rural areas","Females","75 years or over",":",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","3,371",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","3,554",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Males","18 years or over","3,596",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Males","60 years or over","3,544",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Males","65 years or over","3,777",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Males","75 years or over","3,802",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","3,707",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","3,679",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Females","18 years or over","3,609",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Females","60 years or over","3,540",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Females","65 years or over","3,365",""
"2015","Serbia","Euro","Mean equivalised net income","Cities","Females","75 years or over","3,275",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","2,466",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","2,714",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","2,818",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","3,176",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","3,282",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","3,075",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","2,608",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","2,779",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","2,795",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","2,901",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","2,847",""
"2015","Serbia","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","2,722",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","2,077",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","2,130",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","2,234",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","2,471",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","2,627",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","2,127",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","2,031",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","2,248",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","2,195",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","2,312",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","2,059",""
"2015","Serbia","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","1,953",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","21,582",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","24,616",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Males","18 years or over","24,856",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Males","60 years or over","25,898",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Males","65 years or over","25,952",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Males","75 years or over","21,321",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","21,344",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","22,716",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Females","18 years or over","22,340",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Females","60 years or over","21,098",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Females","65 years or over","21,019",""
"2016","Belgium","Euro","Mean equivalised net income","Cities","Females","75 years or over","20,322",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","25,522",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","27,193",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","25,764",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","22,231",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","20,652",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","18,631",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","24,028",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","25,812",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","24,270",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","20,584",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","19,635",""
"2016","Belgium","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","18,027",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","24,001",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","25,551",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","24,524",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","21,425",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","20,047",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","19,139",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","23,438",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","25,210",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","23,525",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","19,461",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","18,293",""
"2016","Belgium","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","17,213",""
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","4,520","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","5,262","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Males","18 years or over","5,108","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Males","60 years or over","4,623","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Males","65 years or over","4,378","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Males","75 years or over","3,842","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","4,002","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","5,184","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Females","18 years or over","4,763","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Females","60 years or over","3,787","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Females","65 years or over","3,407","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Cities","Females","75 years or over","2,918","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","3,158","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","3,872","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","3,766","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","3,500","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","3,306","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","2,896","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","3,027","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","3,867","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","3,568","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","3,097","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","2,753","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","2,452","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","2,271","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","2,979","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","2,958","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","3,011","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","2,900","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","2,668","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","2,263","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","2,939","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","2,797","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","2,629","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","2,538","b"
"2016","Bulgaria","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","2,356","b"
"2016","Czechia","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","9,608",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","10,542",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Males","18 years or over","10,002",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Males","60 years or over","8,642",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Males","65 years or over","7,991",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Males","75 years or over","7,448",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","9,308",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","9,944",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Females","18 years or over","9,208",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Females","60 years or over","7,453",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Females","65 years or over","7,163",""
"2016","Czechia","Euro","Mean equivalised net income","Cities","Females","75 years or over","6,667",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","8,031",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","9,221",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","8,809",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","7,647",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","7,096",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","6,709",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","7,793",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","8,669",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","8,134",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","7,014",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","6,518",""
"2016","Czechia","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","6,088",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","8,233",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","9,245",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","8,877",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","7,766",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","7,300",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","6,671",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","8,475",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","8,958",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","8,432",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","7,059",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","6,695",""
"2016","Czechia","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","6,324",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","33,210",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","32,593",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Males","18 years or over","32,940",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Males","60 years or over","35,790",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Males","65 years or over","34,972",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Males","75 years or over","27,786",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","35,037",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","31,155",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Females","18 years or over","30,555",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Females","60 years or over","30,525",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Females","65 years or over","27,992",""
"2016","Denmark","Euro","Mean equivalised net income","Cities","Females","75 years or over","24,273",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","35,335",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","35,333",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","34,137",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","32,663",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","30,542",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","24,920",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","36,992",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","34,334",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","32,633",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","29,580",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","28,316",""
"2016","Denmark","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","23,622",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","29,817",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","32,915",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","30,944",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","28,570",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","26,103",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","22,837",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","28,970",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","32,224",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","29,926",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","26,298",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","24,290",""
"2016","Denmark","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","21,500",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","22,923",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","25,285",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Males","18 years or over","24,766",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Males","60 years or over","23,525",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Males","65 years or over","23,120",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Males","75 years or over","23,216",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","23,362",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","24,224",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Females","18 years or over","23,247",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Females","60 years or over","20,735",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Females","65 years or over","20,366",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Cities","Females","75 years or over","20,865",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","23,309",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","26,656",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","25,890",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","24,390",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","23,499",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","22,662",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","22,362",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","25,157",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","24,012",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","21,527",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","20,531",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","20,087",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","21,160",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","25,362",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","24,302",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","21,437",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","20,486",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","21,012",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","21,669",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","24,359",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","23,346",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","20,261",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","19,698",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","19,734",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","11,278",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","11,969",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Males","18 years or over","11,417",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Males","60 years or over","8,932",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Males","65 years or over","8,250",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Males","75 years or over","7,165",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Females","Less than 18 years","11,949",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Females","From 18 to 64 years","11,633",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Females","18 years or over","10,486",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Females","60 years or over","7,699",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Females","65 years or over","7,160",""
"2016","Estonia","Euro","Mean equivalised net income","Cities","Females","75 years or over","6,308",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Males","Less than 18 years","9,181",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Males","From 18 to 64 years","10,164",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Males","18 years or over","9,694",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Males","60 years or over","8,604",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Males","65 years or over","7,735",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Males","75 years or over","6,853",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Females","Less than 18 years","9,362",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Females","From 18 to 64 years","9,658",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Females","18 years or over","8,666",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Females","60 years or over","7,045",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Females","65 years or over","6,381",""
"2016","Estonia","Euro","Mean equivalised net income","Towns and suburbs","Females","75 years or over","5,795",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Males","Less than 18 years","9,782",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Males","From 18 to 64 years","10,232",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Males","18 years or over","9,624",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Males","60 years or over","7,916",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Males","65 years or over","6,952",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Males","75 years or over","6,450",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Females","Less than 18 years","9,711",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Females","From 18 to 64 years","10,398",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Females","18 years or over","9,162",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Females","60 years or over","7,169",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Females","65 years or over","6,273",""
"2016","Estonia","Euro","Mean equivalised net income","Rural areas","Females","75 years or over","5,905",""
"2016","Ireland","Euro","Mean equivalised net income","Cities","Males","Less than 18 years","26,977",""
"2016","Ireland","Euro","Mean equivalised net income","Cities","Males","From 18 to 64 years","30,577",""
"2016","Ireland","Euro","Mean equivalised net income","Cities","Males","18 years or over","30,352",""
"2016","Ireland","Euro","Mean equivalised net income","Cities","Males","60 years or over","29,667",""
